фраза;точная;широкая;техника;интент;урал;словоформ
срок службы рохли гидравлической;5;12;рохля;прочее;0;1
рохля гидравлическая маленькая купить;5;12;рохля;коммерческий;0;1
купить рохлю в армавире;5;12;рохля;коммерческий;0;4
блок тандема для рохли;5;12;рохля;прочее;0;1
гидравлическая тележка в перми;5;11;рохля;прочее;1;2
купить рохлю в анапе;5;11;рохля;коммерческий;0;3
купить штабелер ручной воронеж;5;11;штабелёр;коммерческий;0;2
рохля купить в сочи;5;11;рохля;коммерческий;0;7
штабелер самоходный noblelift pse12b;5;10;штабелёр;прочее;0;2
штабелер с боковыми вилами;5;10;штабелёр;прочее;0;2
электротележка эк 202 цена;5;9;электротележка;коммерческий;0;4
ричтрак с боковыми вилами;5;9;ричтрак;прочее;0;1
водитель штабелера кто это;5;8;штабелёр;запчасти и сервис;0;4
сколько стоит рохля складская;5;8;рохля;прочее;0;2
рохля 5000 кг купить;5;8;рохля;коммерческий;0;1
ричтрак с боковой загрузкой;5;8;ричтрак;прочее;0;1
рохля в аренду оренбург;5;8;рохля;аренда;1;2
штабелер с рулонным захватом;5;8;штабелёр;навесное;0;2
